Timestamp,SRD-BTC_USD
2025-04-28 22:48:57,94544.0004114165
2025-04-28 22:49:27,94544.0004381929
2025-04-28 22:49:57,94531.0005474238
2025-04-28 22:50:27,94531.0004916430
2025-04-28 22:50:57,94531.0005154044
2025-04-28 22:51:28,94508.0007379525
2025-04-28 22:51:58,94508.0004480215
2025-04-28 22:52:28,94503.0003121038
2025-04-28 22:52:58,94503.0005344820
2025-04-28 22:53:28,94496.0005963816
2025-04-28 22:53:58,94496.0005610843
2025-04-28 22:54:28,94493.0005727913
2025-04-28 22:54:58,94493.0006602192
2025-04-28 22:55:28,94491.0005572858
2025-04-28 22:55:58,94491.0003275934
2025-04-28 22:56:28,94492.0004248062
2025-04-28 22:56:59,94492.0001460879
2025-04-28 22:57:29,94489.0005019923
2025-04-28 22:57:59,94489.0003667330
2025-04-28 22:58:29,94481.0009208255
2025-04-28 22:58:59,94481.0002268600
2025-04-28 22:59:29,94468.0008277828
2025-04-28 22:59:59,94468.0004861981
2025-04-28 23:00:29,94490.0007506543
2025-04-28 23:00:59,94490.0004746403
2025-04-28 23:01:30,94491.0003183482
2025-04-28 23:02:00,94491.0002765597
2025-04-28 23:02:30,94495.0003445997
2025-04-28 23:03:00,94495.0007095787
2025-04-28 23:03:30,94490.0004637779
2025-04-28 23:04:00,94490.0004125240
2025-04-28 23:04:30,94495.0004283790
2025-04-28 23:05:00,94495.0004805918
2025-04-28 23:05:30,94514.0005344061
2025-04-28 23:06:00,94514.0003377988
2025-04-28 23:06:31,94522.0005952282
2025-04-28 23:07:01,94522.0005658216
2025-04-28 23:07:31,94525.0007246473
2025-04-28 23:08:01,94525.0002721952
2025-04-28 23:08:31,94537.0005874055
2025-04-28 23:09:01,94536.9999790983
2025-04-28 23:09:31,94538.0002878360
2025-04-28 23:10:01,94538.0007511842
2025-04-28 23:10:32,94487.0002502499
2025-04-28 23:11:02,94487.0003990771
2025-04-28 23:11:32,94481.0007865306
2025-04-28 23:12:02,94481.0007154924
2025-04-28 23:12:32,94473.0005535010
2025-04-28 23:13:02,94473.0005677248
2025-04-28 23:13:32,94458.0000925917
2025-04-28 23:14:02,94458.0004577248
2025-04-28 23:14:32,94451.0002545217
2025-04-28 23:15:02,94451.0003655009
2025-04-28 23:15:33,94436.0005027914
2025-04-28 23:16:03,94436.0004422796
2025-04-28 23:50:54,94382.0002242223
2025-04-28 23:51:24,94383.0005821107
2025-04-28 23:51:54,94383.0003806174
2025-04-28 23:52:24,94388.0003707138
2025-04-28 23:52:54,94388.0004764084
2025-04-28 23:53:24,94388.0004644006
2025-04-28 23:53:55,94430.0001813799
2025-04-28 23:54:25,94430.0001950145
2025-04-28 23:54:55,94456.0007096874
2025-04-28 23:55:25,94456.0003873773
2025-04-28 23:55:55,94461.0004463704
2025-04-28 23:56:25,94461.0003010197
2025-04-28 23:56:55,94463.0004066355
2025-04-28 23:57:25,94463.0001717651
2025-04-28 23:57:55,94470.0006231295
2025-04-28 23:58:25,94470.0005994973
2025-04-28 23:58:56,94481.0004174586
2025-04-28 23:59:26,94481.0004341139
2025-04-28 23:59:56,94490.0004278819
2025-04-29 00:00:26,94490.0002426988
2025-04-29 00:00:56,94509.0005422430
2025-04-29 00:01:26,94509.0003319570
2025-04-29 00:01:56,94518.0005394018
2025-04-29 00:02:26,94518.0004123221
2025-04-29 00:02:57,94528.0004816249
2025-04-29 00:03:27,94528.0009476787
2025-04-29 00:03:57,94532.0008714257
2025-04-29 00:04:27,94532.0005081421
2025-04-29 00:04:57,94522.0001646311
2025-04-29 00:05:27,94522.0004945557
2025-04-29 00:05:57,94522.0006035873
2025-04-29 00:06:27,94522.0006755673
2025-04-29 00:06:57,94532.0003472472
2025-04-29 00:07:27,94532.0000630595
2025-04-29 00:07:57,94575.0005422004
2025-04-29 00:08:27,94575.0006664809
2025-04-29 07:54:29,94282.0010300474
2025-04-29 07:55:00,94282.0004704604
2025-04-29 07:55:30,94298.0006023967
2025-04-29 07:56:00,94298.0006592750
2025-04-29 07:56:30,94294.0002824492
2025-04-29 07:57:00,94294.0004504961
2025-04-29 07:57:30,94303.0008565725
2025-04-29 07:58:00,94303.0003900583
2025-04-29 07:58:30,94314.0008210316
2025-04-29 07:59:00,94314.0007633874
2025-04-29 07:59:30,94321.0005953671
2025-04-29 08:00:01,94321.0008323978
2025-04-29 08:00:31,94312.0003574107
2025-04-29 08:01:01,94312.0004157262
2025-04-29 08:01:31,94301.0002046227
2025-04-29 08:01:58,94301.0004472902
2025-04-29 08:02:28,94310.0005128271
2025-04-29 08:02:58,94310.0002997446
2025-04-29 08:03:28,94344.0006979715
2025-04-29 08:03:58,94344.0004405448
2025-04-29 08:04:28,94388.0005177402
2025-04-29 08:04:58,94388.0006052369
2025-04-29 08:05:28,94409.0005417582
2025-04-29 08:05:59,94409.0004458422
2025-04-29 08:06:29,94415.0004667245
2025-04-29 08:06:59,94415.0002590169
2025-04-29 08:07:29,94415.0008296442
2025-04-29 08:07:59,94422.0007215946
2025-04-29 08:08:29,94422.0005844241
2025-04-29 08:43:54,94690.0003416994
2025-04-29 08:44:24,94674.0005129673
2025-04-29 08:44:54,94674.0004398817
2025-04-29 08:45:24,94663.0009990634
2025-04-29 08:45:54,94663.0002055481
2025-04-29 08:46:25,94654.0002433433
2025-04-29 08:46:55,94654.0001059542
2025-04-29 08:47:25,94650.0003032731
2025-04-29 08:47:55,94650.0006626255
2025-04-29 08:48:25,94651.0002576159
